dstport,protocol,tag
63974,aggfrag,sv_P2
31968,compaq-peer,email
29674,netblt,sv_P1
47179,compaq-peer,email
21713,idrp,email
59411,sscopmce,sv_P1
34299,pvp,sv_P1
18554,tlsp,sv_P5
25817,dgp,sv_P3
58111,igmp,sv_P5
54360,ipv6-opts,sv_P5
37890,narp,sv_P3
5621,skip,sv_P4
8936,sscopmce,sv_P3
47498,rvd,email
47765,wsn,sv_P4
55197,ipv4,email
47669,vrrp,sv_P3
30637,xnet,sv_P2
62060,il,sv_P3
7161,wesp,sv_P3
14080,ifmp,sv_P4
26969,idrp,sv_P1
42224,esp,sv_P1
52759,pgm,sv_P2
21628,crtp,sv_P3
44356,ethernet,sv_P5
56788,hmp,email
4508,hip,sv_P2
58290,egp,sv_P4
2913,encap,sv_P1
43649,bbn-rcc-mon,email
41580,shim6,sv_P4
50332,smp,sv_P3
34470,ipv6,email
48170,snp,sv_P2
64713,ipv6-route,sv_P2
4487,bbn-rcc-mon,sv_P5
6478,idpr,sv_P5
13199,ipv6-frag,sv_P3
46038,visa,email
37895,sun-nd,sv_P3
7761,esp,sv_P4
36589,ipcomp,sv_P3
6579,bna,sv_P4
56386,iptm,sv_P1
57268,rdp,sv_P3
2720,nsh,email
4636,vrrp,sv_P4
20195,scps,email
30055,egp,sv_P3
41030,dcn-meas,sv_P5
42030,shim6,sv_P2
54503,cphb,sv_P2
25217,rvd,sv_P2
2438,iso-ip,sv_P3
54015,fc,email
60595,qnx,sv_P5
36456,rvd,sv_P3
37705,pim,email
53341,chaos,sv_P5
16191,merit-inp,sv_P2
48130,rsvp-e2e-ignore,sv_P1
14797,igp,sv_P3
27693,encap,sv_P5
31927,ipv6,sv_P5
17710,aris,sv_P4
11400,sun-nd,sv_P5
29273,idpr,sv_P5
27859,scps,sv_P3
23215,xnet,email
62094,cphb,sv_P4
10469,wsn,sv_P4
64023,udplite,sv_P4
33558,egp,sv_P4
64126,sdrp,sv_P4
55362,ipv6-frag,sv_P1
33757,dccp,email
10694,micp,sv_P2
55750,kryptolan,sv_P2
37640,pvp,email
16725,sctp,sv_P2
31360,bbn-rcc-mon,sv_P1
39788,br-sat-mon,email
20179,egp,sv_P4
57255,ipv4,sv_P1
54140,cbt,sv_P2
54862,ipv6-route,sv_P2
48669,mobility header,sv_P4
13584,rsvp,sv_P5
44606,sctp,sv_P4
11399,ipcv,sv_P5
9255,srp,email
8526,narp,email
36945,stp,sv_P3
13474,gmtp,sv_P4
13764,tcp,sv_P2
49868,narp,sv_P2
41062,netblt,sv_P3
38674,compaq-peer,sv_P1
56577,bna,sv_P4
27872,ptp,sv_P1
26520,wb-mon,sv_P5
56507,hmp,email
16651,wb-mon,sv_P1
27058,egp,sv_P2
30225,ospfigp,sv_P4
63379,3pc,sv_P5
32479,l2tp,sv_P4
20647,kryptolan,sv_P2
53316,manet,sv_P2
23290,cftp,sv_P4
29273,mtp,email
51943,cphb,sv_P2
15889,iptm,sv_P2
26437,ipv6-icmp,sv_P4
5686,rsvp,sv_P1
49144,sm,sv_P1
38206,bbn-rcc-mon,sv_P5
38376,visa,sv_P4
19786,hopopt,sv_P4
58045,smp,sv_P2
33956,sscopmce,sv_P4
35012,a/n,sv_P1
22128,fc,sv_P1
19211,vmtp,sv_P2
33707,hip,email
1965,tcp,sv_P4
42909,l2tp,sv_P4
46279,xns-idp,sv_P3
3079,snp,sv_P4
21183,narp,sv_P1
61074,udplite,sv_P1
11436,dcn-meas,sv_P3
40695,manet,sv_P4
33926,dccp,sv_P4
3648,hmp,sv_P1
44022,dgp,sv_P3
10234,sm,sv_P5
1221,sm,sv_P2
60013,crtp,sv_P3
23356,ethernet,sv_P4
1745,ipv6-icmp,sv_P3
10654,a/n,sv_P4
59104,ethernet,sv_P4
54562,ipcv,sv_P3
61648,ipv6,sv_P5
56082,igmp,email
54827,rdp,sv_P5
46945,xnet,sv_P5
23716,ospfigp,email
37707,vmtp,sv_P2
15770,eigrp,sv_P3
50321,wb-expak,sv_P4
5594,aggfrag,sv_P2
64545,rohc,sv_P1
32263,sscopmce,sv_P4
16570,sscopmce,sv_P4
48927,micp,email
15411,gmtp,sv_P3
33751,ddp,email
63801,argus,sv_P4
9119,ipcv,sv_P2
62163,i-nlsp,sv_P2
5097,pim,sv_P3
49668,cbt,sv_P2
29495,skip,sv_P5
24820,compaq-peer,sv_P3
53635,mobility header,sv_P3
19253,ipcv,sv_P1
54029,rsvp-e2e-ignore,email
29548,leaf-1,sv_P2
62740,iso-tp4,sv_P4
58689,sps,sv_P5
65043,sprite-rpc,sv_P4
15619,hip,sv_P4
57290,kryptolan,sv_P2
39666,mfe-nsp,sv_P3
55736,nsh,sv_P4
430,idpr-cmtp,sv_P4
63028,a/n,email
29879,tcp,sv_P1
35283,tlsp,sv_P5
18016,chaos,sv_P3
15761,bbn-rcc-mon,sv_P5
21616,prm,sv_P4
40071,rsvp-e2e-ignore,sv_P3
46560,hip,sv_P5
57289,sscopmce,email
21621,nvp-ii,sv_P5
15616,mfe-nsp,sv_P1
4490,snp,sv_P4
5108,trunk-2,sv_P4
64575,sdrp,sv_P4
25528,rvd,sv_P2
59875,gre,sv_P2
17372,xnet,email
40206,ggp,sv_P4
50780,ddx,sv_P2
34026,stp,email
51726,cphb,sv_P1
47593,narp,email
62781,crudp,sv_P1
60345,mtp,email
6710,sat-mon,sv_P3
450,ipv6-frag,email
29069,sdrp,sv_P2
10007,3pc,sv_P1
51515,scc-sp,sv_P5
9254,pvp,sv_P4
35645,mfe-nsp,sv_P3
58425,dgp,sv_P4
7931,vines,sv_P4
8550,tp++,sv_P3
56396,il,sv_P5
58928,sm,sv_P4
31063,vmtp,sv_P3
35791,nsh,sv_P4
27162,manet,sv_P3
655,isis over ipv4,sv_P5
30140,idrp,email
44531,gre,sv_P2
59765,larp,sv_P4
4157,pvp,email
32505,bna,email
43803,wb-mon,sv_P5
45391,wesp,email
39849,merit-inp,sv_P2
4322,cphb,sv_P1
19419,ospfigp,sv_P2
38573,tcp,sv_P5
42428,gmtp,sv_P3
13062,tcp,sv_P5
10635,nvp-ii,sv_P3
34700,pipe,sv_P4
43108,dcn-meas,sv_P5
2679,sun-nd,sv_P3
25634,il,email
62809,ipv4,sv_P3
22353,vines,email
55321,iso-ip,sv_P1
17668,st,sv_P1
47206,cphb,sv_P4
40154,icmp,sv_P4
56598,dsr,sv_P3
5519,iatp,sv_P3
65079,rsvp,sv_P3
51560,pim,sv_P2
9856,mux,email
4229,bna,sv_P4
60235,bbn-rcc-mon,sv_P1
48923,ggp,sv_P5
19117,iso-ip,sv_P2
63125,udplite,sv_P5
52198,mobility header,sv_P2
18259,kryptolan,email
13695,dgp,sv_P3
62139,shim6,email
13259,dcn-meas,sv_P2
4046,dsr,sv_P2
61956,i-nlsp,sv_P3
56816,mtp,sv_P4
1802,tlsp,sv_P1
17091,rdp,sv_P2
12052,udp,sv_P5
35659,rsvp-e2e-ignore,sv_P5
51936,qnx,sv_P4
65386,i-nlsp,sv_P5
16284,icmp,sv_P3
14864,rvd,sv_P1
914,bbn-rcc-mon,sv_P4
57230,rsvp-e2e-ignore,sv_P4
30875,tcf,sv_P4
18468,cbt,sv_P4
50046,larp,email
13406,a/n,email
58944,wesp,sv_P4
40104,mux,email
47647,crtp,sv_P5
64389,uti,sv_P2
42925,emcon,sv_P2
30880,iatp,sv_P3
7820,fire,sv_P5
13506,wsn,sv_P5
15797,nvp-ii,sv_P2
29350,swipe,sv_P2
20073,udplite,sv_P5
3960,rdp,sv_P4
32101,leaf-2,sv_P4
4616,skip,email
3404,pup,sv_P3
46875,cbt,sv_P1
18415,cpnx,sv_P2
54930,igmp,sv_P1
48717,rsvp,sv_P3
23140,ipv6,sv_P4
51615,iptm,sv_P4
230,idrp,sv_P2
64616,rdp,sv_P2
41732,idpr-cmtp,sv_P3
7660,swipe,sv_P5
1846,idrp,email
44441,vmtp,sv_P5
29561,3pc,sv_P4
64140,br-sat-mon,sv_P1
3629,aggfrag,sv_P2
53425,cphb,sv_P2
34720,leaf-1,sv_P1
58297,leaf-2,email
36647,vmtp,sv_P1
34705,pvp,sv_P3
31499,iso-tp4,sv_P3
17730,mfe-nsp,sv_P3
58168,smp,sv_P5
23216,bna,sv_P4
40827,ipv6-route,sv_P4
34332,igmp,sv_P1
26334,icmp,sv_P1
55221,gre,sv_P5
20924,swipe,sv_P5
43273,leaf-1,sv_P2
35480,compaq-peer,sv_P5
29736,icmp,sv_P4
5548,idrp,sv_P2
54900,pgm,sv_P4
38027,ah,sv_P2
44223,vmtp,email
52666,il,sv_P1
9263,sm,sv_P3
29547,ipv6-route,sv_P2
41202,ipv4,sv_P5
61529,hip,email
64752,aris,sv_P3
51033,pnni,sv_P2
33940,swipe,sv_P3
14425,ifmp,sv_P4
52407,qnx,sv_P2
28643,hip,email
49469,rsvp-e2e-ignore,sv_P3
40782,iptm,sv_P2
56471,3pc,sv_P5
19939,sprite-rpc,sv_P4
23043,scc-sp,sv_P1
36285,iatp,sv_P5
46038,ipv6-opts,sv_P4
48391,hmp,email
61070,sps,sv_P2
62914,igmp,sv_P5
57612,trunk-1,sv_P2
26188,udplite,sv_P1
31549,3pc,sv_P4
57047,vrrp,sv_P1
34051,manet,sv_P2
62889,wesp,sv_P3
27825,ptp,sv_P3
46241,cftp,sv_P3
2467,netblt,sv_P2
61140,xnet,sv_P5
39078,smp,sv_P2
23026,ipip,sv_P5
29791,skip,sv_P5
51543,fc,sv_P3
52724,il,sv_P5
9084,sm,email
10451,sps,sv_P2
45456,ipv6-icmp,sv_P5
44208,ipv6-icmp,sv_P5
15058,ipip,sv_P1
6021,etherip,email
32436,hip,sv_P4
40535,ah,sv_P1
13757,dccp,sv_P2
48217,dsr,sv_P5
32686,tlsp,sv_P5
24196,aggfrag,sv_P4
50379,ipv6,email
62230,argus,sv_P4
49800,il,sv_P1
42101,crtp,sv_P1
52445,crudp,sv_P5
58670,ipv6-frag,sv_P3
361,dsr,email
10751,iso-ip,sv_P4
35643,sps,sv_P2
54668,scc-sp,email
10369,ipv6,sv_P5
52362,ipx-in-ip,sv_P2
7104,iso-tp4,sv_P1
8621,iptm,sv_P4
43354,hopopt,sv_P4
29936,l2tp,sv_P2
23533,wsn,sv_P5
8136,cphb,sv_P5
29512,pvp,sv_P1
19810,vines,sv_P4
23378,ggp,sv_P1
59421,iptm,sv_P5
48905,rvd,email
43026,wesp,email
2718,sat-expak,sv_P4
65010,wsn,sv_P5
2364,idrp,sv_P3
63299,mpls-in-ip,sv_P1
3235,ggp,sv_P4
29247,hopopt,sv_P5
62813,vines,sv_P2
36909,fc,email
46104,aris,sv_P3
19882,wb-expak,sv_P1
4883,netblt,sv_P5
55444,prm,email
49388,chaos,sv_P4
38698,iplt,sv_P3
21484,ipcomp,sv_P4
48969,sprite-rpc,sv_P2
34386,sprite-rpc,sv_P2
43309,i-nlsp,sv_P2
3162,ipv4,sv_P4
21723,igmp,sv_P3
47951,xnet,sv_P2
54170,secure-vmtp,sv_P1
45257,dsr,sv_P3
32128,fc,sv_P1
23405,skip,sv_P2
64370,dccp,sv_P5
26448,dsr,sv_P2
53491,scc-sp,sv_P3
446,ipv6-icmp,sv_P4
19176,fc,sv_P1
4973,idpr-cmtp,sv_P1
36738,pgm,sv_P1
56160,sdrp,sv_P3
27628,idpr-cmtp,sv_P2
30432,igmp,sv_P1
35328,etherip,sv_P3
38996,dcn-meas,sv_P4
55723,iso-ip,sv_P2
41037,ifmp,sv_P1
16685,micp,sv_P1
52595,dgp,sv_P3
14732,uti,sv_P5
42551,isis over ipv4,sv_P1
42158,vmtp,sv_P3
61493,vines,sv_P3
14266,skip,sv_P3
45675,trunk-1,sv_P3
27016,icmp,sv_P1
60753,ipv6-icmp,sv_P4
29519,sps,sv_P4
28090,trunk-2,sv_P3
49095,skip,sv_P5
29373,i-nlsp,email
16555,ethernet,email
21496,nsh,sv_P5
22537,smp,email
50267,nsh,sv_P3
5571,crtp,email
40151,sctp,sv_P2
57470,irtp,sv_P5
18806,mux,sv_P5
51790,wesp,email
39747,chaos,sv_P1
51904,ipv4,sv_P5
50614,tcp,email
58273,sat-mon,sv_P2
20701,xnet,email
32613,igmp,sv_P4
36945,esp,sv_P2
26170,argus,email
57942,sm,sv_P3
39056,ax.25,sv_P1
45901,ax.25,sv_P4
26759,mfe-nsp,email
57875,ipx-in-ip,sv_P5
46312,pipe,sv_P2
15783,pup,sv_P1
35720,scc-sp,sv_P2
40812,chaos,sv_P4
11961,mobility header,sv_P2
64233,micp,sv_P1
35999,tp++,sv_P5
62803,iplt,sv_P4
2554,mtp,email
198,visa,email
13017,compaq-peer,sv_P3
61605,trunk-2,sv_P4
64380,nvp-ii,sv_P2
44441,scc-sp,sv_P3
25041,pvp,sv_P5
28925,fc,sv_P5
34121,3pc,sv_P4
19272,mfe-nsp,sv_P3
48593,idpr,sv_P5
56366,xnet,sv_P5
49499,wb-mon,sv_P1
8469,dccp,sv_P3
31132,mpls-in-ip,sv_P2
59518,dgp,sv_P4
35891,irtp,sv_P3
4259,leaf-1,sv_P3
9381,encap,email
3202,isis over ipv4,email
4818,wb-expak,sv_P3
60133,crudp,sv_P5
57861,fire,sv_P5
48246,rvd,sv_P2
45151,visa,sv_P4
10890,aris,sv_P5
2913,xtp,sv_P2
38509,cbt,email
40618,rvd,sv_P3
49258,scc-sp,sv_P3
22666,sscopmce,sv_P4
33281,mpls-in-ip,sv_P4
51643,vmtp,sv_P1
30521,ddp,email
21994,hopopt,sv_P5
21477,fc,sv_P1
21282,mtp,sv_P4
33095,emcon,sv_P5
10190,micp,sv_P5
33821,idrp,sv_P1
9711,trunk-2,sv_P3
24336,dsr,sv_P3
63401,idrp,email
43705,etherip,sv_P3
42148,hopopt,sv_P3
60411,nsfnet-igp,sv_P3
10485,cphb,sv_P2
52379,smp,sv_P5
9422,esp,sv_P4
22101,rdp,sv_P1
35223,3pc,sv_P2
49894,netblt,sv_P4
19717,ax.25,sv_P4
2326,scc-sp,sv_P2
31572,etherip,sv_P5
42094,iso-ip,sv_P3
12080,hip,sv_P2
118,eigrp,sv_P1
15622,snp,sv_P5
22229,shim6,email
7869,cftp,sv_P2
62906,swipe,sv_P3
38800,udp,sv_P1
33982,udplite,sv_P5
32948,cftp,sv_P2
14008,ipv6-frag,email
60999,fire,sv_P5
38539,esp,email
16203,egp,sv_P2
51715,mobility header,sv_P3
15963,larp,sv_P3
11333,nsfnet-igp,email
8421,prm,sv_P5
33641,skip,sv_P1
29038,wsn,email
9954,eigrp,sv_P1
36512,wesp,sv_P2
13097,xnet,sv_P2
45079,pipe,sv_P3
29963,crudp,sv_P3
15231,mpls-in-ip,sv_P1
39630,mpls-in-ip,sv_P2
3737,ddx,sv_P2
7365,skip,sv_P2
22919,etherip,sv_P3
32077,pnni,sv_P2
11501,scc-sp,sv_P5
4729,ifmp,sv_P2
60115,narp,sv_P2
32157,argus,sv_P5
58503,wb-expak,sv_P3
25584,vmtp,sv_P5
47023,scc-sp,email
6212,stp,sv_P2
37070,ptp,sv_P2
21195,tcp,sv_P2
39146,ipx-in-ip,sv_P4
27047,tp++,sv_P3
42344,ipv6-opts,sv_P4
59104,aggfrag,sv_P1
42458,rdp,sv_P4
815,sun-nd,sv_P4
21052,argus,email
54242,crtp,sv_P2
28017,xns-idp,email
21187,ggp,sv_P4
33737,ifmp,sv_P1
6463,pipe,email
61286,wsn,sv_P1
35826,eigrp,email
13813,ptp,sv_P3
15665,sps,email
60989,nvp-ii,email
4349,br-sat-mon,sv_P5
4311,eigrp,sv_P2
14895,dcn-meas,sv_P4
6907,encap,sv_P1
27020,netblt,sv_P5
27236,pvp,sv_P4
19968,wb-expak,sv_P1
15038,idpr-cmtp,sv_P4
21745,swipe,sv_P1
33690,tlsp,sv_P4
28469,mfe-nsp,sv_P1
12083,srp,sv_P5
30201,dcn-meas,sv_P5
55789,ddx,sv_P3
55521,pvp,sv_P4
36329,ax.25,sv_P3
899,ethernet,sv_P5
20379,mtp,sv_P2
12617,vmtp,sv_P2
28964,leaf-2,sv_P2
33682,ipcv,sv_P4
39124,cphb,sv_P2
14262,mtp,sv_P5
54679,tcf,sv_P4
42738,ipcv,sv_P5
36066,tp++,sv_P3
4390,prm,sv_P5
53710,pnni,sv_P5
20806,scc-sp,sv_P4
15925,ah,sv_P3
14676,mtp,sv_P5
43506,ippc,sv_P1
49841,ipv6-nonxt,sv_P5
3244,hopopt,sv_P2
20368,vmtp,email
24320,isis over ipv4,email
14252,iplt,sv_P4
23592,ipx-in-ip,sv_P1
41094,ax.25,email
18877,aris,sv_P5
50554,ipx-in-ip,sv_P1
43978,fc,email
49310,visa,sv_P5
5051,3pc,sv_P4
6536,ptp,sv_P3
13856,pipe,sv_P2
59862,ipv6-route,sv_P5
17696,idpr,sv_P3
49434,manet,sv_P4
64022,wesp,sv_P4
14963,sps,sv_P3
46501,dsr,sv_P2
54679,shim6,email
39198,leaf-2,sv_P5
17650,gmtp,email
202,fire,sv_P5
47064,esp,email
36770,aris,sv_P4
49939,encap,sv_P5
8013,sdrp,sv_P2
59140,eigrp,sv_P1
25042,a/n,sv_P4
34132,swipe,sv_P2
13773,mux,sv_P1
42922,mtp,sv_P4
4866,a/n,sv_P1
24977,larp,email
22953,rsvp,sv_P2
24639,ipv6-nonxt,email
931,egp,sv_P5
4898,eigrp,sv_P1
3217,igmp,sv_P5
28130,swipe,sv_P3
30711,scps,email
59672,i-nlsp,sv_P1
1942,trunk-2,email
27478,ippc,sv_P1
52943,eigrp,sv_P2
60563,sat-expak,sv_P3
53683,ah,sv_P3
46760,rohc,sv_P2
1097,vines,sv_P1
6053,rvd,sv_P4
61371,crtp,sv_P2
30689,ipcomp,email
10360,hopopt,sv_P1
58269,stp,sv_P4
10607,iplt,sv_P3
17706,tcp,email
7923,cphb,sv_P5
44022,pnni,sv_P2
60730,tcp,sv_P3
57909,sat-mon,sv_P5
25178,l2tp,sv_P2
1239,prm,email
21138,pup,sv_P1
17764,eigrp,sv_P3
3030,igp,sv_P1
3429,ggp,sv_P2
48048,st,email
25888,scps,sv_P3
59805,ethernet,email
17179,wb-expak,sv_P5
8577,sps,sv_P2
8743,merit-inp,sv_P3
8349,mtp,sv_P5
60173,br-sat-mon,sv_P5
26800,sscopmce,sv_P5
25641,il,sv_P4
49441,sprite-rpc,sv_P1
58978,3pc,sv_P5
17026,vrrp,sv_P5
10217,vrrp,sv_P2
55826,sat-expak,sv_P4
31581,secure-vmtp,sv_P2
21262,swipe,sv_P5
30204,iptm,sv_P3
43511,ah,sv_P3
27370,ipv6-nonxt,sv_P4
45716,trunk-1,sv_P2
45783,ipv6,sv_P4
4606,ipv6-icmp,sv_P4
13194,secure-vmtp,sv_P4
36228,rvd,sv_P1
31065,pim,sv_P5
1226,pup,sv_P4
33189,dccp,sv_P4
30440,uti,email
49121,stp,sv_P4
51440,ethernet,sv_P5
19129,ipv6-nonxt,sv_P1
25561,pim,sv_P5
60343,swipe,sv_P5
52883,ethernet,sv_P1
27588,ah,sv_P4
53766,hip,sv_P4
40288,iso-tp4,sv_P1
6935,icmp,sv_P4
24817,scc-sp,sv_P5
42024,br-sat-mon,email
39936,tp++,email
47778,il,sv_P2
27635,netblt,sv_P2
4450,narp,sv_P2
10932,etherip,sv_P3
32689,cftp,sv_P5
46062,rsvp-e2e-ignore,sv_P4
33731,gmtp,sv_P4
50103,sun-nd,sv_P5
42835,scc-sp,sv_P2
35201,igp,sv_P3
56135,gmtp,sv_P3
47147,rvd,sv_P2
38260,crudp,sv_P1
12402,gre,sv_P1
29916,pup,sv_P4
5324,leaf-2,sv_P5
65152,leaf-1,sv_P3
55316,crtp,sv_P1
15682,snp,sv_P3
26590,wsn,sv_P5
37998,dgp,sv_P1
6196,merit-inp,email
13209,narp,sv_P5
31134,wb-mon,sv_P4
4072,crtp,sv_P5
29781,aggfrag,sv_P5
51439,argus,sv_P3
21239,pipe,sv_P5
46276,i-nlsp,sv_P4
23310,fire,email
62516,swipe,sv_P1
30738,argus,sv_P3
11882,skip,sv_P3
53731,qnx,sv_P2
50569,swipe,sv_P5
35219,ah,sv_P4
42885,br-sat-mon,email
606,swipe,sv_P2
13521,rdp,email
47093,wb-expak,sv_P5
49845,chaos,sv_P1
34191,argus,sv_P1
42442,nsfnet-igp,email
24816,narp,sv_P4
22235,sat-expak,sv_P1
36205,tlsp,sv_P2
47390,ipx-in-ip,sv_P5
30321,mux,sv_P5
11453,irtp,sv_P4
6213,dgp,sv_P5
50414,cbt,sv_P5
8832,nsfnet-igp,sv_P2
641,mfe-nsp,sv_P4
46231,snp,email
2226,ippc,sv_P2
45200,vmtp,sv_P3
10088,netblt,sv_P5
6922,wsn,sv_P3
21329,nvp-ii,sv_P4
30256,a/n,sv_P1
63016,shim6,sv_P3
20405,idrp,sv_P1
53589,pipe,sv_P1
1381,manet,sv_P4
49161,cphb,sv_P5
27208,secure-vmtp,email
61789,ipv4,email
11820,trunk-1,sv_P1
22574,uti,sv_P3
62591,pgm,sv_P1
32584,isis over ipv4,sv_P5
16598,compaq-peer,sv_P3
17945,mpls-in-ip,sv_P3
21459,ospfigp,email
41032,kryptolan,sv_P3
54951,larp,sv_P3
1901,fire,sv_P2
60743,udp,sv_P4
22946,netblt,sv_P5
1792,scps,sv_P4
38710,mux,email
50183,argus,sv_P5
4042,hip,email
10927,ggp,sv_P3
15058,wb-mon,sv_P1
29103,3pc,sv_P1
34331,snp,sv_P5
64086,rohc,sv_P2
55774,rsvp,sv_P5
40969,encap,sv_P3
20657,ipv6-opts,sv_P1
24818,mfe-nsp,email
38633,rdp,email
18128,xtp,sv_P1
24153,udp,email
23696,mpls-in-ip,sv_P3
22916,smp,sv_P4
29783,mux,sv_P1
46546,vines,sv_P5
19251,scps,sv_P1
43113,hmp,sv_P1
16251,pnni,sv_P4
34791,kryptolan,sv_P5
46256,manet,sv_P3
10334,vmtp,sv_P1
4476,rohc,sv_P1
57967,idpr-cmtp,sv_P4
26586,br-sat-mon,sv_P5
63736,cftp,sv_P4
56242,3pc,sv_P4
38500,manet,email
65328,narp,email
4153,ipv6,sv_P3
45851,sps,email
32548,swipe,sv_P2
125,3pc,sv_P4
63527,pnni,sv_P4
40044,ospfigp,sv_P4
34854,merit-inp,sv_P2
26231,pim,sv_P2
59971,aggfrag,sv_P2
27429,i-nlsp,sv_P5
54819,visa,sv_P3
48662,a/n,sv_P2
53444,igp,sv_P2
45079,manet,sv_P3
12011,trunk-1,sv_P3
32745,ipx-in-ip,email
1404,i-nlsp,email
46966,pipe,sv_P5
31172,smp,sv_P1
48915,igp,sv_P1
61135,srp,sv_P4
54667,iso-tp4,sv_P3
42084,pgm,sv_P3
46768,hmp,sv_P1
10732,mtp,sv_P5
52857,br-sat-mon,sv_P4
50233,leaf-2,email
39190,mtp,sv_P4
60753,xns-idp,sv_P2
31644,ipcomp,sv_P1
39369,etherip,sv_P2
22278,idrp,sv_P5
44122,encap,sv_P1
1698,sscopmce,sv_P1
91,xns-idp,email
5442,ddx,sv_P3
15768,argus,sv_P1
18170,trunk-1,sv_P5
53882,crudp,sv_P3
7612,nsh,email
37271,ipip,sv_P3
3448,sps,email
60032,pup,sv_P4
14404,wesp,sv_P2
154,smp,sv_P5
42282,cphb,sv_P5
59431,ipv6,sv_P3
45062,ptp,sv_P4
12917,pnni,sv_P2
55711,mobility header,email
57942,rvd,sv_P5
30885,prm,email
51391,pvp,sv_P2
640,cftp,sv_P1
26251,isis over ipv4,sv_P5
50820,icmp,sv_P4
61872,pnni,sv_P5
32016,rvd,sv_P2
40094,ipv6-frag,sv_P3
336,idpr,sv_P1
14159,pipe,sv_P3
46335,icmp,sv_P5
33824,iatp,sv_P4
39142,ah,sv_P2
19569,wsn,sv_P5
20505,icmp,sv_P2
56807,encap,sv_P4
22623,gre,sv_P5
37279,smp,sv_P1
47292,st,sv_P5
34598,xns-idp,email
35159,pvp,sv_P3
51705,br-sat-mon,sv_P5
52989,dccp,sv_P1
58010,min-ipv4,sv_P2
10677,scps,email
49611,pgm,sv_P1
4963,crudp,sv_P3
33144,etherip,sv_P4
1874,crtp,sv_P4
41067,crtp,sv_P2
14161,snp,email
53881,prm,sv_P1
18488,nsh,sv_P5
9364,swipe,sv_P2
28635,br-sat-mon,sv_P5
38705,dgp,sv_P3
42913,idpr,sv_P4
5939,tlsp,sv_P5
24043,ipcomp,sv_P3
63877,ethernet,sv_P3
35088,pnni,sv_P2
13612,qnx,sv_P4
45010,micp,sv_P1
18214,rohc,sv_P3
38683,isis over ipv4,sv_P3
61388,ax.25,email
6271,sun-nd,sv_P2
44814,ipip,sv_P2
27077,aggfrag,sv_P3
36312,st,sv_P2
59172,ggp,sv_P1
20407,micp,sv_P3
25640,vrrp,sv_P1
18737,xnet,sv_P2
25221,3pc,email
28262,ipip,sv_P2
32990,qnx,sv_P3
19408,sprite-rpc,sv_P3
25364,micp,sv_P1
16962,scps,sv_P2
6893,sctp,sv_P1
27925,tlsp,sv_P3
